customerID;gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn
6837-BJYDQ;Male;0;No;No;3;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check; R$ 19,60 ; R$ 61,35 ;No
2135-RXIHG;Male;0;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check; R$ 45,65 ; R$ 45,65 ;Yes
6440-DKQGE;Male;0;No;Yes;30;Yes;No;DSL;No;Yes;Yes;No;Yes;No;One year;No;Credit card (automatic); R$ 64,50 ; R$ 1.929,95 ;No
3466-BYAVD;Male;0;Yes;Yes;15;Yes;No;DSL;No;Yes;Yes;Yes;No;Yes;Month-to-month;Yes;Mailed check; R$ 69,50 ; R$ 1.071,40 ;No
3780-YVMFA;Female;0;Yes;Yes;8;Yes;No;DSL;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check; R$ 68,55 ; R$ 564,35 ;No
3874-EQOEP;Male;0;No;No;7;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Mailed check; R$ 95,00 ; R$ 655,50 ;Yes
1679-JRFBR;Female;0;Yes;Yes;70;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;One year;Yes;Credit card (automatic); R$ 108,15 ; R$ 7.930,55 ;No
9073-ZZIAY;Male;0;Yes;Yes;62;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Electronic check; R$ 86,10 ; R$ 5.215,25 ;No
3077-RSNTJ;Female;0;Yes;Yes;6;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check; R$ 19,70 ; R$ 113,50 ;No
6551-GNYDG;Female;0;Yes;Yes;14;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic); R$ 80,90 ; R$ 1.152,80 ;No
9167-APMXZ;Female;0;No;No;22;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic); R$ 84,15 ; R$ 1.821,95 ;No
2749-CTKAJ;Male;0;Yes;Yes;22;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check; R$ 20,15 ; R$ 419,90 ;No
6371-NZYEG;Male;0;Yes;Yes;16;Yes;No;DSL;Yes;No;Yes;No;Yes;No;Two year;No;Mailed check; R$ 64,25 ; R$ 1.024,00 ;No
7554-NEWDD;Male;0;No;No;10;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic); R$ 25,70 ; R$ 251,60 ;No
8992-VONJD;Female;0;No;Yes;13;Yes;No;DSL;Yes;Yes;No;No;No;No;Month-to-month;Yes;Electronic check; R$ 56,00 ; R$ 764,55 ;No
0867-MKZVY;Female;0;Yes;No;20;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Month-to-month;No;Electronic check; R$ 82,40 ; R$ 1.592,35 ;Yes
4482-EWFMI;Female;0;No;No;2;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check; R$ 69,70 ; R$ 135,20 ;No
4648-YPBTM;Male;0;No;No;53;Yes;Yes;DSL;No;Yes;Yes;Yes;No;Yes;Two year;Yes;Bank transfer (automatic); R$ 73,90 ; R$ 3.958,25 ;No
2907-ILJBN;Female;0;Yes;Yes;11;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check; R$ 20,60 ; R$ 233,90 ;No
6345-FZOQH;Male;0;Yes;No;69;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check; R$ 19,90 ; R$ 1.363,45 ;No
3376-BMGFE;Female;0;No;No;4;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic); R$ 70,90 ; R$ 273,00 ;Yes
5997-OPVFA;Male;0;Yes;No;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic); R$ 89,05 ; R$ 6.254,45 ;No
3445-HXXGF;Male;1;Yes;No;58;No;No phone service;DSL;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Electronic check; R$ 45,30 ; R$ 2.651,20 ;Yes
1159-WFSGR;Female;0;Yes;Yes;16;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check; R$ 20,40 ; R$ 321,40 ;No
7654-YWJUF;Male;0;Yes;No;43;Yes;No;Fiber optic;Yes;No;Yes;Yes;No;No;One year;Yes;Bank transfer (automatic); R$ 84,25 ; R$ 3.539,25 ;No
1875-QIVME;Female;0;Yes;No;2;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check; R$ 104,40 ; R$ 242,80 ;Yes
6727-IOTLZ;Male;0;Yes;No;14;Yes;No;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;No;Mailed check; R$ 81,95 ; R$ 1.181,75 ;No
0691-JVSYA;Female;0;Yes;No;53;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;One year;Yes;Bank transfer (automatic); R$ 94,85 ; R$ 5.000,20 ;Yes
5918-VUKWP;Female;0;No;No;32;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic); R$ 20,55 ; R$ 654,55 ;No
1744-JHKYS;Female;0;Yes;No;34;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check; R$ 24,70 ; R$ 780,20 ;No
2656-FMOKZ;Female;1;No;No;15;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check; R$ 74,45 ; R$ 1.145,70 ;Yes
2070-FNEXE;Female;1;No;No;7;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic); R$ 76,45 ; R$ 503,60 ;Yes
5947-SGKCL;Female;0;Yes;Yes;15;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic); R$ 105,35 ; R$ 1.559,25 ;No
3712-PKXZA;Male;0;Yes;No;61;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Credit card (automatic); R$ 20,55 ; R$ 1.252,00 ;No
6317-YPKDH;Female;0;No;No;1;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;No;Bank transfer (automatic); R$ 29,95 ; R$ 29,95 ;Yes
6582-OIVSP;Female;0;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check; R$ 45,30 ; R$ 45,30 ;No
9367-WXLCH;Male;0;No;No;8;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Bank transfer (automatic); R$ 84,50 ; R$ 662,65 ;Yes
5524-KHNJP;Male;0;Yes;Yes;33;Yes;No;DSL;Yes;No;Yes;No;Yes;Yes;One year;No;Credit card (automatic); R$ 74,75 ; R$ 2.453,30 ;No
1918-ZBFQJ;Female;0;No;No;13;Yes;No;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Electronic check; R$ 79,25 ; R$ 1.111,65 ;Yes
1024-GUALD;Female;0;Yes;No;1;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check; R$ 24,80 ; R$ 24,80 ;Yes
4827-USJHP;Male;0;No;No;20;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Mailed check; R$ 51,80 ; R$ 1.023,85 ;No
8167-GJLRN;Male;0;No;No;3;No;No phone service;DSL;No;No;No;Yes;No;No;Month-to-month;No;Electronic check; R$ 30,40 ; R$ 82,15 ;No
0956-SYCWG;Female;0;No;No;13;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Electronic check; R$ 19,65 ; R$ 244,80 ;No
8017-UVSZU;Female;0;Yes;No;40;Yes;Yes;DSL;No;Yes;No;No;No;No;Month-to-month;No;Credit card (automatic); R$ 56,60 ; R$ 2.379,10 ;No
7100-FQPRV;Male;0;Yes;Yes;43;Yes;Yes;DSL;Yes;No;No;Yes;No;Yes;One year;Yes;Credit card (automatic); R$ 71,90 ; R$ 3.173,35 ;No
2472-OVKUP;Male;0;Yes;No;6;Yes;No;Fiber optic;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Electronic check; R$ 91,00 ; R$ 531,00 ;Yes
2984-RGEYA;Female;0;Yes;Yes;69;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic); R$ 19,75 ; R$ 1.375,40 ;No
9680-NIAUV;Female;0;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Two year;No;Credit card (automatic); R$ 109,70 ; R$ 8.129,30 ;No
2146-EGVDT;Male;0;Yes;Yes;59;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic); R$ 19,30 ; R$ 1.192,70 ;No
2604-IJPDU;Female;0;Yes;No;20;Yes;No;Fiber optic;Yes;Yes;No;Yes;Yes;No;Month-to-month;Yes;Electronic check; R$ 96,55 ; R$ 1.901,65 ;No
9178-JHUVJ;Male;0;Yes;Yes;24;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic); R$ 24,10 ; R$ 587,40 ;No
6168-YBYNP;Male;0;No;No;59;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check; R$ 111,35 ; R$ 6.519,75 ;No
7255-SSFBC;Male;0;Yes;Yes;72;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic); R$ 112,25 ; R$ 8.041,65 ;No
3645-DEYGF;Male;0;No;Yes;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check; R$ 20,75 ; R$ 20,75 ;No
9323-HGFWY;Female;0;Yes;No;27;Yes;No;Fiber optic;Yes;No;No;Yes;Yes;Yes;One year;Yes;Credit card (automatic); R$ 101,90 ; R$ 2.681,15 ;No
8544-GOQSH;Female;0;No;No;14;Yes;No;Fiber optic;No;Yes;No;Yes;No;No;Month-to-month;Yes;Credit card (automatic); R$ 80,05 ; R$ 1.112,30 ;No
3363-DTIVD;Male;0;Yes;Yes;71;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;Two year;No;Electronic check; R$ 105,55 ; R$ 7.405,50 ;No
7018-WBJNK;Male;0;No;Yes;13;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Credit card (automatic); R$ 78,30 ; R$ 1.033,95 ;No
9142-KZXOP;Male;0;No;No;44;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Credit card (automatic); R$ 68,85 ; R$ 2.958,95 ;No
7674-YTAFD;Female;0;No;No;33;Yes;No;Fiber optic;No;Yes;No;Yes;No;No;One year;Yes;Bank transfer (automatic); R$ 79,95 ; R$ 2.684,85 ;No
6348-SNFUS;Male;0;Yes;Yes;72;No;No phone service;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;Yes;Credit card (automatic); R$ 55,45 ; R$ 4.179,20 ;No
1285-OKIPP;Male;0;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Electronic check; R$ 79,90 ; R$ 79,90 ;Yes
7825-ECJRF;Female;0;No;No;19;Yes;No;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check; R$ 106,60 ; R$ 1.934,45 ;Yes
1347-KTTTA;Male;0;Yes;No;64;Yes;No;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;Credit card (automatic); R$ 102,45 ; R$ 6.654,10 ;No
7841-TZDMQ;Male;0;No;No;2;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic); R$ 46,00 ; R$ 84,50 ;Yes
4195-NZGTA;Female;0;No;No;1;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check; R$ 25,25 ; R$ 25,25 ;No
7157-SMCFK;Male;0;No;Yes;61;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check; R$ 19,75 ; R$ 1.124,20 ;No
4709-LKHYG;Female;0;Yes;Yes;29;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Electronic check; R$ 20,00 ; R$ 540,05 ;No
2504-DSHIH;Male;1;Yes;No;23;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Electronic check; R$ 86,80 ; R$ 1.975,85 ;No
0699-NDKJM;Female;0;Yes;No;57;No;No phone service;DSL;Yes;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic); R$ 58,75 ; R$ 3.437,45 ;No
9286-BHDQG;Male;0;Yes;Yes;72;No;No phone service;DSL;Yes;Yes;Yes;Yes;No;No;Two year;No;Credit card (automatic); R$ 45,25 ; R$ 3.139,80 ;No
0230-WEQUW;Male;0;Yes;No;66;No;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;No;Two year;Yes;Bank transfer (automatic); R$ 56,60 ; R$ 3.789,20 ;No
2040-LDIWQ;Male;0;Yes;Yes;65;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic); R$ 84,20 ; R$ 5.324,50 ;No
6496-JDSSB;Female;0;No;No;8;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic); R$ 80,00 ; R$ 624,60 ;No
9408-SSNVZ;Female;0;No;No;4;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check; R$ 70,15 ; R$ 268,35 ;Yes
4443-EMBNA;Female;0;Yes;No;71;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic); R$ 24,75 ; R$ 1.836,90 ;No
6469-MRVET;Male;0;Yes;Yes;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Electronic check; R$ 20,20 ; R$ 20,20 ;No
0742-MOABM;Male;0;Yes;No;4;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;No;Mailed check; R$ 50,05 ; R$ 179,35 ;Yes
5961-VUSRV;Female;0;No;No;12;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Bank transfer (automatic); R$ 19,35 ; R$ 219,35 ;No
6778-JFCMK;Male;0;No;No;24;No;No phone service;DSL;Yes;No;No;No;Yes;Yes;One year;Yes;Mailed check; R$ 50,60 ; R$ 1.288,75 ;No
6341-JVQGF;Female;0;Yes;Yes;31;Yes;No;DSL;Yes;No;Yes;Yes;Yes;Yes;One year;Yes;Mailed check; R$ 81,15 ; R$ 2.545,75 ;No
2232-DMLXU;Female;0;Yes;No;1;Yes;No;DSL;No;No;No;No;Yes;No;Month-to-month;No;Mailed check; R$ 55,20 ; R$ 55,20 ;Yes
4811-JBUVU;Male;0;No;No;30;Yes;Yes;Fiber optic;No;No;No;Yes;No;Yes;Month-to-month;Yes;Credit card (automatic); R$ 89,90 ; R$ 2.723,15 ;No
0945-TSONX;Female;0;Yes;Yes;47;Yes;Yes;DSL;Yes;Yes;No;Yes;Yes;Yes;Two year;Yes;Credit card (automatic); R$ 85,30 ; R$ 4.107,25 ;No
2651-ZCBXV;Male;0;No;No;54;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Two year;Yes;Credit card (automatic); R$ 108,00 ; R$ 5.760,65 ;No
3316-UWXUY;Male;0;No;No;50;Yes;No;Fiber optic;Yes;Yes;No;Yes;No;Yes;Month-to-month;Yes;Credit card (automatic); R$ 93,50 ; R$ 4.747,50 ;No
8937-RDTHP;Male;0;No;No;1;Yes;No;Fiber optic;Yes;No;No;No;No;Yes;Month-to-month;Yes;Mailed check; R$ 84,60 ; R$ 84,60 ;Yes
7083-MIOPC;Female;0;No;No;72;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic); R$ 20,25 ; R$ 1.566,90 ;No
1984-GPTEH;Female;0;No;No;29;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check; R$ 25,15 ; R$ 702,00 ;No
1251-KRREG;Male;0;No;No;2;Yes;Yes;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Mailed check; R$ 54,40 ; R$ 114,10 ;Yes
0621-JFHOL;Female;0;No;No;10;No;No phone service;DSL;No;No;No;Yes;No;No;Two year;Yes;Mailed check; R$ 29,60 ; R$ 299,05 ;No
9903-LYSAB;Male;0;Yes;No;18;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check; R$ 73,15 ; R$ 1.305,95 ;No
0094-OIFMO;Female;1;No;No;11;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check; R$ 95,00 ; R$ 1.120,30 ;Yes
9227-UAQFT;Male;0;No;No;16;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check; R$ 19,75 ; R$ 284,35 ;No
7301-ABVAD;Female;0;No;No;72;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic); R$ 86,60 ; R$ 6.350,50 ;No
6614-FHDBO;Male;0;No;No;72;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic); R$ 109,20 ; R$ 7.878,30 ;No
7576-ASEJU;Female;0;Yes;Yes;41;Yes;No;DSL;Yes;No;No;Yes;Yes;Yes;One year;Yes;Credit card (automatic); R$ 74,70 ; R$ 3.187,65 ;No
9058-HRZSV;Female;1;Yes;No;65;Yes;No;Fiber optic;Yes;Yes;Yes;No;No;Yes;Month-to-month;No;Electronic check; R$ 94,40 ; R$ 6.126,15 ;No
4522-AKYLR;Female;1;No;No;13;Yes;No;DSL;No;Yes;Yes;No;No;No;Month-to-month;Yes;Electronic check; R$ 54,80 ; R$ 731,30 ;No
0221-WMXNQ;Male;1;No;No;4;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;No;Electronic check; R$ 75,35 ; R$ 273,40 ;No
0303-UNCIP;Male;0;No;No;41;Yes;Yes;DSL;No;No;Yes;No;No;Yes;One year;No;Mailed check; R$ 65,00 ; R$ 2.531,80 ;No
9947-OTFQU;Male;1;No;No;15;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check; R$ 74,40 ; R$ 1.074,30 ;Yes
0322-YINQP;Male;0;No;No;1;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Mailed check; R$ 48,55 ; R$ 48,55 ;Yes
0959-WHOKV;Male;0;No;No;42;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;No;Yes;One year;Yes;Electronic check; R$ 99,00 ; R$ 4.298,45 ;No
4075-JFPGR;Female;0;Yes;No;51;Yes;No;Fiber optic;Yes;Yes;Yes;No;Yes;No;One year;Yes;Electronic check; R$ 93,50 ; R$ 4.619,55 ;No
4629-NRXKX;Female;0;Yes;Yes;2;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check; R$ 70,40 ; R$ 147,15 ;Yes
9514-JDSKI;Male;1;Yes;No;1;No;No phone service;DSL;No;Yes;No;No;Yes;No;Month-to-month;No;Electronic check; R$ 40,20 ; R$ 40,20 ;Yes
3282-ZISZV;Male;0;No;Yes;32;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;One year;No;Credit card (automatic); R$ 83,70 ; R$ 2.633,30 ;No
3675-YDUPJ;Male;0;No;No;10;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check; R$ 19,85 ; R$ 193,05 ;No
4111-BNXIF;Female;0;Yes;Yes;67;No;No phone service;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check; R$ 59,55 ; R$ 4.103,90 ;No
7017-VFHAY;Female;0;Yes;Yes;61;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic); R$ 115,10 ; R$ 7.008,15 ;No
6655-LHBYW;Male;0;No;No;50;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;One year;No;Credit card (automatic); R$ 114,35 ; R$ 5.791,10 ;No
4959-JOSRX;Female;0;Yes;No;2;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic); R$ 44,60 ; R$ 80,55 ;Yes
5046-NUHWD;Female;1;Yes;No;29;No;No phone service;DSL;Yes;No;Yes;No;No;Yes;Month-to-month;Yes;Electronic check; R$ 45,00 ; R$ 1.228,65 ;No
7273-TEFQD;Male;1;No;No;3;No;No phone service;DSL;No;No;Yes;No;No;Yes;Month-to-month;Yes;Electronic check; R$ 41,15 ; R$ 132,20 ;Yes
3606-TWKGI;Male;1;No;No;13;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check; R$ 106,90 ; R$ 1.364,30 ;Yes
7529-ZDFXI;Male;1;Yes;No;57;Yes;Yes;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check; R$ 89,85 ; R$ 4.925,35 ;No
7605-BDWDC;Female;0;No;No;31;No;No phone service;DSL;Yes;Yes;No;Yes;No;Yes;Two year;Yes;Bank transfer (automatic); R$ 49,85 ; R$ 1.520,10 ;No
1950-KSVVJ;Female;0;Yes;No;45;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;One year;No;Mailed check; R$ 113,30 ; R$ 5.032,25 ;No
0123-CRBRT;Female;0;Yes;Yes;61;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Mailed check; R$ 88,10 ; R$ 5.526,75 ;No
6292-TOSSS;Male;0;No;No;50;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic); R$ 24,90 ; R$ 1.195,25 ;No
3197-ARFOY;Female;1;No;No;19;Yes;No;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Mailed check; R$ 105,00 ; R$ 2.007,25 ;No
6323-AYBRX;Male;0;No;No;59;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check; R$ 19,35 ; R$ 1.099,60 ;Yes
7014-ZZXAW;Female;0;Yes;No;71;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic); R$ 24,25 ; R$ 1.732,95 ;No
4385-GZQXV;Female;1;No;No;16;Yes;No;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check; R$ 94,45 ; R$ 1.511,20 ;Yes
7633-MVPUY;Male;0;Yes;No;57;Yes;No;DSL;Yes;Yes;No;Yes;No;No;Two year;Yes;Electronic check; R$ 59,75 ; R$ 3.450,15 ;No
6366-ZGQGL;Male;0;No;No;1;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic); R$ 24,80 ; R$ 24,80 ;Yes
4716-HHKQH;Male;1;Yes;No;20;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;Month-to-month;No;Electronic check; R$ 107,05 ; R$ 2.172,05 ;No
5940-AHUHD;Male;0;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Mailed check; R$ 70,60 ; R$ 70,60 ;Yes
6432-TWQLB;Male;0;Yes;No;5;Yes;Yes;Fiber optic;No;Yes;No;Yes;No;No;Month-to-month;Yes;Electronic check; R$ 85,40 ; R$ 401,10 ;Yes
4484-GLZOU;Female;0;Yes;No;52;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check; R$ 105,05 ; R$ 5.624,85 ;Yes
3179-GBRWV;Male;1;Yes;No;21;Yes;No;DSL;Yes;Yes;No;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic); R$ 64,95 ; R$ 1.339,80 ;No
8645-KWHJO;Male;0;No;No;14;No;No phone service;DSL;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check; R$ 55,00 ; R$ 771,95 ;No
4130-MZLCC;Female;0;No;No;5;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;No;Bank transfer (automatic); R$ 50,55 ; R$ 244,75 ;No
0314-TKOSI;Female;0;No;No;6;Yes;No;DSL;Yes;Yes;No;No;No;No;Month-to-month;No;Mailed check; R$ 55,15 ; R$ 322,90 ;No
8229-MYEJZ;Female;0;No;No;10;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;No;Electronic check; R$ 51,20 ; R$ 498,25 ;No
2080-SRCDE;Female;0;No;Yes;1;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check; R$ 25,40 ; R$ 25,40 ;No
9577-WJVCQ;Female;0;No;No;68;Yes;Yes;DSL;Yes;No;No;No;No;No;Month-to-month;No;Mailed check; R$ 54,45 ; R$ 3.687,75 ;No
9512-UIBFX;Male;0;Yes;Yes;18;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;No;Mailed check; R$ 95,15 ; R$ 1.779,95 ;Yes
6202-DYYFX;Female;0;No;No;22;Yes;Yes;Fiber optic;No;No;No;No;No;No;One year;Yes;Credit card (automatic); R$ 76,00 ; R$ 1.783,60 ;No
3808-HFKDE;Female;0;No;No;20;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check; R$ 44,35 ; R$ 927,15 ;No
5583-SXDAG;Male;0;Yes;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check; R$ 70,00 ; R$ 70,00 ;Yes
3488-PGMQJ;Male;1;No;No;8;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check; R$ 74,50 ; R$ 606,55 ;Yes
3580-REOAC;Male;0;No;No;10;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic); R$ 44,85 ; R$ 435,40 ;Yes
7534-BFESC;Male;1;No;No;24;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check; R$ 76,10 ; R$ 1.712,70 ;Yes
3727-OWVYD;Male;0;No;No;35;Yes;No;DSL;Yes;Yes;Yes;No;No;No;One year;No;Mailed check; R$ 61,20 ; R$ 2.021,20 ;No
2294-SALNE;Male;0;Yes;Yes;23;Yes;No;Fiber optic;No;Yes;Yes;Yes;No;No;One year;No;Mailed check; R$ 86,80 ; R$ 1.940,80 ;No
4847-TAJYI;Female;1;No;No;6;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check; R$ 89,35 ; R$ 567,80 ;No
1563-IWQEX;Female;0;No;No;12;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check; R$ 19,70 ; R$ 220,35 ;No
