Customer;State;Customer Lifetime Value;Response;Coverage;Education;Effective To Date;EmploymentStatus;Gender;Income;Location Code;Marital Status;Monthly Premium Auto;Months Since Last Claim;Months Since Policy Inception;Number of Open Complaints;Number of Policies;Policy Type;Policy;Renew Offer Type;Sales Channel;Total Claim Amount;Vehicle Class;Vehicle Size
MS41162;Arizona;4.022.963.529;No;Basic;High School or Below;1/26/11;Unemployed;M;0;Suburban;Single;117;6;1;0;1;Personal Auto;Personal L3;Offer1;Agent;975.107.098;SUV;Medsize
PU25891;Oregon;9.618.310.865;No;Basic;High School or Below;01/11/2011;Employed;F;80536;Rural;Married;119;5;83;0;3;Special Auto;Special L2;Offer1;Branch;53.798.708;Sports Car;Medsize
RB81636;Washington;2.274.775.451;No;Basic;College;1/15/11;Unemployed;F;0;Suburban;Single;63;2;5;0;1;Personal Auto;Personal L2;Offer2;Agent;606.642.452;Four-Door Car;Small
SX26335;Oregon;9.552.926.922;No;Extended;College;02/08/2011;Employed;F;97732;Urban;Married;79;0;70;0;2;Personal Auto;Personal L3;Offer4;Branch;2.899.122;Four-Door Car;Medsize
AZ95587;Arizona;1.038.855.323;No;Extended;Bachelor;01/11/2011;Employed;F;61222;Urban;Single;89;20;55;0;2;Special Auto;Special L3;Offer3;Branch;392.604.371;Four-Door Car;Small
DS81757;Oregon;2.470.121.222;No;Basic;College;01/09/2011;Unemployed;M;0;Suburban;Single;74;7;20;0;1;Personal Auto;Personal L1;Offer4;Web;721.242.206;Two-Door Car;Large
OJ94107;Arizona;5.619.068.508;No;Premium;Master;02/04/2011;Employed;M;50335;Urban;Married;140;9;54;0;1;Personal Auto;Personal L2;Offer1;Call Center;45.652.385;SUV;Medsize
LP84436;California;9.047.119.209;No;Extended;High School or Below;1/21/11;Unemployed;F;0;Suburban;Single;127;30;11;0;6;Personal Auto;Personal L2;Offer3;Branch;1.087.995.426;Sports Car;Medsize
YV64727;Washington;6.692.143.668;No;Premium;High School or Below;2/16/11;Employed;M;63221;Suburban;Married;168;28;49;0;1;Corporate Auto;Corporate L3;Offer3;Agent;806.4;SUV;Medsize
LM19287;Oregon;3.731.504.584;Yes;Extended;High School or Below;2/24/11;Unemployed;F;0;Suburban;Married;96;31;34;0;1;Personal Auto;Personal L1;Offer1;Agent;460.8;Four-Door Car;Large
ZU18643;Nevada;3.660.770.258;No;Extended;Bachelor;1/18/11;Employed;M;64495;Urban;Married;92;34;30;0;1;Corporate Auto;Corporate L2;Offer4;Web;251.992.083;Four-Door Car;Medsize
AZ82578;California;7.928.829.252;No;Basic;College;1/30/11;Unemployed;F;0;Suburban;Married;72;7;75;0;2;Corporate Auto;Corporate L3;Offer1;Call Center;345.6;Four-Door Car;Medsize
XC67861;Arizona;5.011.751.577;No;Basic;Bachelor;01/09/2011;Employed;F;28859;Suburban;Divorced;67;24;51;3;4;Corporate Auto;Corporate L2;Offer1;Call Center;321.6;Two-Door Car;Medsize
YC43143;Arizona;7.988.258.292;No;Extended;High School or Below;02/01/2011;Employed;F;77330;Rural;Married;99;0;21;0;3;Personal Auto;Personal L3;Offer2;Web;99.257.608;Four-Door Car;Medsize
EK59571;Oregon;3.885.456.401;Yes;Premium;College;2/28/11;Unemployed;M;0;Suburban;Married;105;3;92;0;1;Corporate Auto;Corporate L2;Offer1;Branch;504;Four-Door Car;Large
GD83998;Washington;2.659.337.982;No;Basic;Bachelor;1/31/11;Employed;M;24495;Suburban;Single;70;29;65;0;1;Personal Auto;Personal L2;Offer4;Branch;336;Four-Door Car;Small
WA25797;Washington;8.564.768.226;Yes;Basic;High School or Below;2/17/11;Employed;M;95697;Rural;Married;107;29;29;0;9;Personal Auto;Personal L3;Offer2;Agent;178.006.524;Sports Car;Medsize
PD27940;Arizona;4.885.162.511;No;Extended;High School or Below;02/12/2011;Disabled;M;26372;Suburban;Married;126;11;7;0;1;Personal Auto;Personal L3;Offer4;Agent;604.8;SUV;Medsize
BS77946;Arizona;9.753.307.106;No;Extended;Bachelor;2/24/11;Medical Leave;F;17514;Rural;Married;127;2;5;0;3;Personal Auto;Personal L1;Offer1;Branch;8.312.729;SUV;Medsize
YM50253;California;2.946.153.697;No;Basic;Bachelor;02/01/2011;Employed;F;89270;Urban;Single;74;17;90;0;1;Personal Auto;Personal L3;Offer2;Branch;316.599.228;Four-Door Car;Medsize
NR15332;California;2.581.110.945;No;Basic;High School or Below;02/06/2011;Employed;M;29757;Suburban;Married;65;13;55;0;1;Personal Auto;Personal L2;Offer2;Web;312;Four-Door Car;Small
RC62865;Oregon;3.517.385.764;No;Extended;College;1/23/11;Employed;M;51814;Rural;Single;92;28;89;0;1;Personal Auto;Personal L2;Offer3;Agent;56.300.724;Four-Door Car;Medsize
CC15295;Oregon;9.743.350.113;No;Extended;Bachelor;1/21/11;Employed;F;24028;Suburban;Married;82;14;27;0;2;Personal Auto;Personal L2;Offer2;Agent;393.6;Four-Door Car;Small
KA61892;Arizona;3.873.647.046;Yes;Basic;College;1/20/11;Retired;M;28142;Suburban;Married;105;18;50;0;1;Personal Auto;Personal L3;Offer2;Agent;701.708.239;Sports Car;Medsize
OS94884;Arizona;764.928.199;No;Basic;Bachelor;01/06/2011;Employed;F;52705;Rural;Married;64;14;8;1;2;Personal Auto;Personal L2;Offer1;Web;128.705.563;Two-Door Car;Large
ND87334;California;228.759.692;No;Basic;High School or Below;2/22/11;Unemployed;M;0;Suburban;Married;63;1;5;0;1;Corporate Auto;Corporate L3;Offer2;Agent;679.368.378;Two-Door Car;Medsize
ML93326;Washington;4.475.424.592;No;Basic;College;2/27/11;Employed;F;84903;Urban;Married;111;7;63;0;1;Personal Auto;Personal L1;Offer1;Agent;497.126.827;SUV;Medsize
YL74911;California;8.714.922.135;Yes;Basic;College;2/21/11;Unemployed;F;0;Suburban;Divorced;118;14;64;0;4;Personal Auto;Personal L3;Offer1;Agent;566.4;SUV;Medsize
JP69864;Washington;2.248.449.633;Yes;Basic;Bachelor;1/29/11;Retired;F;24910;Suburban;Single;63;7;63;1;1;Personal Auto;Personal L1;Offer1;Branch;347.857.619;Four-Door Car;Medsize
HL53154;California;7.416.197.322;No;Extended;Bachelor;2/22/11;Unemployed;M;0;Suburban;Single;77;15;12;2;2;Personal Auto;Personal L3;Offer1;Agent;554.4;Four-Door Car;Medsize
RI78966;Oregon;7.771.158.973;No;Basic;Master;2/21/11;Medical Leave;M;21876;Suburban;Married;68;12;28;0;2;Personal Auto;Personal L3;Offer1;Agent;46.541.477;Four-Door Car;Small
IC13702;California;69.683.419;No;Basic;Bachelor;01/10/2011;Unemployed;F;0;Suburban;Single;69;33;61;1;2;Personal Auto;Personal L3;Offer1;Agent;496.8;Four-Door Car;Small
BE10809;California;4.250.282.624;Yes;Basic;High School or Below;1/18/11;Unemployed;F;0;Suburban;Single;61;17;1;1;7;Personal Auto;Personal L1;Offer1;Agent;292.8;Four-Door Car;Small
HT87217;Oregon;1.977.656.654;No;Extended;High School or Below;1/16/11;Employed;F;70699;Urban;Divorced;82;1;57;0;2;Personal Auto;Personal L2;Offer3;Agent;256.813.837;Four-Door Car;Medsize
TH95618;California;2.134.346.599;No;Basic;High School or Below;01/06/2011;Unemployed;F;0;Suburban;Married;74;11;85;1;2;Personal Auto;Personal L2;Offer1;Agent;355.2;Four-Door Car;Medsize
TS19868;California;2.413.139.714;No;Basic;College;1/27/11;Medical Leave;M;27501;Suburban;Married;63;20;0;0;1;Personal Auto;Personal L1;Offer4;Branch;542.319.401;Four-Door Car;Medsize
LP45550;Oregon;1.536.384.716;No;Premium;Doctor;1/15/11;Disabled;F;15897;Urban;Divorced;101;30;99;0;2;Personal Auto;Personal L3;Offer2;Agent;303.148.399;Four-Door Car;Medsize
QR87004;Nevada;8.456.961.887;No;Basic;College;01/09/2011;Employed;F;25141;Rural;Divorced;73;12;4;1;2;Personal Auto;Personal L3;Offer3;Agent;25.438.063;Four-Door Car;Medsize
OE75747;Nevada;2.189.642.522;No;Basic;College;1/28/11;Unemployed;F;0;Suburban;Married;61;5;46;3;1;Personal Auto;Personal L2;Offer3;Agent;292.8;Four-Door Car;Small
DX91392;California;5.780.182.197;Yes;Basic;High School or Below;2/26/11;Employed;M;51066;Suburban;Single;74;23;0;0;8;Personal Auto;Personal L2;Offer2;Call Center;787.993.313;Four-Door Car;Medsize
AB72731;California;4.639.981.638;No;Basic;Bachelor;01/04/2011;Employed;F;28358;Rural;Married;117;24;37;0;1;Personal Auto;Personal L2;Offer2;Call Center;84.024.413;Sports Car;Medsize
RU49126;Washington;4.465.335.703;No;Basic;College;02/01/2011;Employed;F;61846;Rural;Married;112;1;48;0;1;Personal Auto;Personal L2;Offer2;Agent;2.158.182;SUV;Medsize
IS12901;Arizona;5.968.118.877;No;Basic;Bachelor;1/27/11;Employed;F;90972;Urban;Married;74;3;47;0;8;Personal Auto;Personal L3;Offer2;Call Center;232.926.145;Two-Door Car;Medsize
IX37561;Washington;5.097.763.337;No;Basic;College;2/14/11;Unemployed;F;0;Suburban;Single;74;3;95;0;7;Personal Auto;Personal L3;Offer3;Web;532.8;Two-Door Car;Medsize
HH90090;California;4.076.634.665;No;Basic;Bachelor;1/23/11;Employed;F;29549;Suburban;Divorced;104;17;51;0;1;Personal Auto;Personal L2;Offer2;Call Center;710.433.775;Sports Car;Small
IU25463;California;1.225.260.179;No;Premium;Bachelor;2/18/11;Unemployed;F;0;Suburban;Married;115;12;17;1;2;Personal Auto;Personal L2;Offer1;Agent;552;Four-Door Car;Medsize
KC11055;Nevada;1.693.627.147;No;Extended;Bachelor;1/24/11;Employed;F;39411;Suburban;Married;217;4;29;2;4;Personal Auto;Personal L3;Offer3;Branch;1.122.658.899;Luxury Car;Medsize
PD33979;Oregon;4.892.435.461;No;Basic;High School or Below;2/18/11;Employed;M;21709;Suburban;Married;62;28;17;0;3;Personal Auto;Personal L2;Offer2;Branch;408.374.746;Four-Door Car;Large
NK71023;Nevada;9.942.304.791;No;Extended;Bachelor;1/19/11;Employed;M;67890;Suburban;Single;85;23;57;0;2;Personal Auto;Personal L2;Offer4;Agent;408;Four-Door Car;Small
AB13432;California;3.735.838.129;No;Basic;Bachelor;01/04/2011;Unemployed;M;0;Suburban;Single;110;3;16;0;1;Personal Auto;Personal L3;Offer1;Agent;792;SUV;Medsize
OZ97704;California;1.311.752.215;No;Basic;High School or Below;02/07/2011;Employed;F;84311;Suburban;Single;111;11;98;4;2;Personal Auto;Personal L3;Offer3;Call Center;532.8;SUV;Small
UF46533;California;4.574.524.094;No;Basic;College;1/30/11;Employed;F;99316;Suburban;Single;114;26;53;0;1;Corporate Auto;Corporate L3;Offer2;Branch;754.358.929;SUV;Medsize
XP47431;Arizona;5.470.060.561;Yes;Extended;Bachelor;2/17/11;Employed;F;54507;Suburban;Married;138;20;11;0;1;Personal Auto;Personal L1;Offer2;Agent;702.990.032;SUV;Medsize
GK73582;California;297.884.601;No;Extended;Bachelor;1/13/11;Employed;F;64586;Urban;Single;76;3;17;0;1;Personal Auto;Personal L1;Offer3;Branch;206.837.111;Four-Door Car;Medsize
RV98763;Oregon;6.410.967.544;No;Extended;College;02/08/2011;Employed;M;61709;Urban;Married;82;5;41;2;7;Personal Auto;Personal L3;Offer3;Branch;275.395.894;Four-Door Car;Medsize
II62831;California;4.479.023.088;No;Basic;Master;1/29/11;Employed;M;94656;Urban;Married;111;12;79;1;1;Special Auto;Special L2;Offer4;Web;459.738.128;SUV;Medsize
XK33449;California;2.383.731.879;No;Basic;High School or Below;02/05/2011;Unemployed;F;0;Suburban;Single;69;5;40;0;1;Special Auto;Special L3;Offer4;Branch;496.8;Two-Door Car;Small
TR85083;California;2.764.493.659;No;Basic;Bachelor;1/20/11;Employed;M;61085;Suburban;Married;70;27;34;1;1;Personal Auto;Personal L3;Offer2;Branch;336;Two-Door Car;Medsize
EO95328;Oregon;7.920.105.377;No;Basic;Bachelor;1/27/11;Employed;F;89284;Suburban;Married;67;7;31;3;2;Personal Auto;Personal L2;Offer4;Agent;321.6;Two-Door Car;Small
EN21086;Arizona;6.889.097.981;No;Basic;High School or Below;01/09/2011;Unemployed;F;0;Suburban;Divorced;63;6;12;0;2;Personal Auto;Personal L2;Offer1;Branch;302.4;Four-Door Car;Small
YL83902;Washington;3.274.194.616;No;Extended;Bachelor;01/11/2011;Employed;F;31686;Suburban;Married;81;11;33;0;1;Personal Auto;Personal L3;Offer1;Agent;430.994.107;Four-Door Car;Small
AZ62651;Oregon;9.951.707.743;No;Premium;High School or Below;2/17/11;Employed;M;56855;Suburban;Single;255;12;1;0;1;Corporate Auto;Corporate L3;Offer4;Web;1836;Luxury SUV;Medsize
ZW25874;Oregon;2.521.555.686;No;Basic;Bachelor;2/16/11;Employed;M;53703;Rural;Single;67;3;45;2;1;Special Auto;Special L3;Offer1;Branch;67.632.476;Four-Door Car;Medsize
EH41854;Washington;2.370.611.337;No;Extended;High School or Below;02/10/2011;Unemployed;F;0;Suburban;Single;96;12;35;1;2;Personal Auto;Personal L1;Offer3;Branch;844.481.918;Two-Door Car;Medsize
MW70227;California;604.702.516;Yes;Extended;College;2/19/11;Employed;M;20396;Suburban;Married;76;15;60;1;4;Personal Auto;Personal L1;Offer1;Branch;364.8;Four-Door Car;Medsize
SL22297;California;1.114.030.248;No;Premium;Master;1/21/11;Disabled;F;27679;Suburban;Single;150;30;28;0;3;Personal Auto;Personal L1;Offer1;Call Center;722.486.994;SUV;Medsize
RV14138;Nevada;4.334.064.096;Yes;Extended;Bachelor;2/27/11;Retired;F;23904;Suburban;Single;123;1;67;3;1;Personal Auto;Personal L3;Offer1;Agent;590.4;SUV;Medsize
UO62808;Arizona;279.974.791;No;Basic;High School or Below;02/04/2011;Employed;F;65351;Suburban;Married;69;4;54;0;1;Corporate Auto;Corporate L1;Offer2;Call Center;481.027.516;Four-Door Car;Medsize
ZX64745;California;7.923.136.624;No;Basic;College;1/18/11;Unemployed;M;0;Suburban;Single;113;20;1;0;7;Personal Auto;Personal L2;Offer1;Agent;1.124.427.734;SUV;Medsize
FL34139;California;3.688.110.888;No;Basic;High School or Below;02/03/2011;Unemployed;M;0;Suburban;Single;63;0;54;3;7;Personal Auto;Personal L2;Offer1;Call Center;669.682.001;Four-Door Car;Medsize
TS11219;California;1.206.745.599;No;Basic;College;01/02/2011;Unemployed;M;0;Suburban;Single;116;14;35;0;2;Personal Auto;Personal L2;Offer1;Agent;1.284.093.173;SUV;Medsize
XX12304;California;2.924.976.721;No;Basic;College;01/09/2011;Employed;F;64459;Urban;Married;72;16;64;0;1;Personal Auto;Personal L1;Offer2;Branch;240.259.479;Four-Door Car;Medsize
SD64087;California;150.140.927;No;Premium;College;1/19/11;Employed;M;32961;Suburban;Married;190;13;53;0;3;Corporate Auto;Corporate L2;Offer1;Branch;912;SUV;Small
OY38576;Oregon;9.277.233.839;No;Basic;High School or Below;01/11/2011;Employed;F;71416;Suburban;Divorced;116;10;0;0;3;Corporate Auto;Corporate L3;Offer2;Agent;556.8;SUV;Medsize
BG76355;Washington;6.274.123.875;No;Extended;Bachelor;1/31/11;Employed;F;68964;Rural;Married;78;15;6;0;3;Personal Auto;Personal L3;Offer3;Web;115.086.827;Four-Door Car;Medsize
IP66913;California;3.886.647.414;No;Extended;High School or Below;01/11/2011;Employed;M;78108;Suburban;Single;98;12;34;0;1;Personal Auto;Personal L3;Offer2;Agent;470.4;Two-Door Car;Small
LE95702;California;4.386.277.558;Yes;Basic;College;02/11/2011;Retired;M;10621;Suburban;Single;67;28;22;0;5;Special Auto;Special L3;Offer1;Agent;321.6;Four-Door Car;Medsize
KX54357;Washington;1.136.526.766;No;Extended;College;1/22/11;Employed;M;84910;Urban;Married;95;4;69;0;2;Corporate Auto;Corporate L3;Offer2;Web;383.167.471;Two-Door Car;Small
EZ78112;California;561.096.434;No;Basic;High School or Below;2/24/11;Employed;F;77493;Urban;Single;70;2;35;0;3;Special Auto;Special L3;Offer1;Agent;307.963.291;Four-Door Car;Medsize
XN16891;Arizona;2.912.892.035;No;Basic;College;2/28/11;Employed;M;81097;Suburban;Divorced;74;7;67;0;1;Personal Auto;Personal L1;Offer4;Agent;355.2;Four-Door Car;Small
XK31350;Oregon;6.915.729.915;No;Extended;College;1/25/11;Employed;F;96610;Suburban;Married;85;6;23;0;3;Corporate Auto;Corporate L1;Offer4;Call Center;520.364.752;Four-Door Car;Large
CC30924;Oregon;6.262.663.307;No;Premium;College;2/26/11;Employed;M;30110;Urban;Married;159;20;71;0;1;Corporate Auto;Corporate L3;Offer4;Agent;466.436.375;Sports Car;Small
IT78748;Oregon;6.503.397.049;Yes;Extended;High School or Below;2/19/11;Disabled;F;22081;Suburban;Married;84;1;9;0;6;Special Auto;Special L3;Offer1;Agent;451.670.309;Two-Door Car;Small
KY33386;Washington;8.007.399.376;Yes;Basic;High School or Below;01/02/2011;Unemployed;F;0;Suburban;Divorced;112;12;93;0;3;Personal Auto;Personal L3;Offer1;Web;537.6;Sports Car;Medsize
CO44221;California;2.929.916.512;No;Basic;College;01/02/2011;Employed;M;98473;Suburban;Married;72;19;69;0;1;Personal Auto;Personal L1;Offer2;Branch;345.6;Four-Door Car;Medsize
LK60013;Oregon;596.955.297;No;Basic;Bachelor;1/26/11;Employed;F;97431;Suburban;Married;74;1;72;0;3;Personal Auto;Personal L2;Offer3;Branch;355.2;Four-Door Car;Medsize
DE21533;California;547.315.987;No;Basic;Bachelor;02/02/2011;Employed;M;93870;Suburban;Divorced;69;1;96;0;8;Personal Auto;Personal L2;Offer1;Call Center;331.2;Four-Door Car;Medsize
YS94121;Nevada;5.645.396.665;No;Basic;High School or Below;2/27/11;Employed;M;50366;Suburban;Divorced;72;9;5;0;9;Personal Auto;Personal L1;Offer1;Call Center;428.734.656;Four-Door Car;Small
UK68427;Washington;6.369.262.355;Yes;Extended;High School or Below;1/20/11;Employed;M;34498;Suburban;Single;83;30;72;0;7;Personal Auto;Personal L3;Offer2;Branch;398.4;Two-Door Car;Small
TE49565;Oregon;1.183.376.732;No;Basic;College;1/17/11;Disabled;F;16552;Suburban;Married;103;23;53;0;2;Personal Auto;Personal L3;Offer2;Call Center;494.4;SUV;Small
RA88421;Oregon;6.121.107.929;No;Extended;College;1/17/11;Employed;F;26787;Suburban;Married;77;7;50;0;5;Personal Auto;Personal L3;Offer3;Branch;369.6;Four-Door Car;Medsize
KQ51983;Nevada;5.159.369.746;No;Basic;College;2/24/11;Unemployed;M;0;Suburban;Single;74;2;42;0;9;Personal Auto;Personal L1;Offer1;Branch;831.752.839;Two-Door Car;Medsize
CD88896;Nevada;251.459.196;Yes;Basic;High School or Below;2/14/11;Employed;F;43860;Rural;Single;65;15;58;0;1;Corporate Auto;Corporate L3;Offer2;Agent;156.124.914;Four-Door Car;Medsize
YV22553;Arizona;8.668.611.261;No;Basic;High School or Below;2/20/11;Employed;M;21474;Urban;Married;114;13;72;2;9;Corporate Auto;Corporate L3;Offer1;Agent;373.428.187;SUV;Small
WU14435;California;4.960.965.384;No;Basic;Bachelor;2/19/11;Disabled;M;18174;Suburban;Married;66;8;16;0;9;Corporate Auto;Corporate L1;Offer1;Agent;395.934.815;Four-Door Car;Small
XV84099;Arizona;5.504.139.033;Yes;Basic;Bachelor;02/08/2011;Unemployed;F;0;Suburban;Married;73;18;45;0;5;Corporate Auto;Corporate L1;Offer1;Call Center;350.4;Four-Door Car;Medsize
RI24911;Arizona;7.507.455.372;Yes;Basic;College;02/06/2011;Employed;M;60920;Urban;Single;64;10;61;0;2;Personal Auto;Personal L3;Offer2;Agent;231.201.886;Two-Door Car;Medsize
KO26461;Arizona;3.226.985.139;No;Extended;High School or Below;2/27/11;Employed;M;41520;Urban;Married;90;18;70;0;2;Personal Auto;Personal L2;Offer1;Agent;289.904.105;Four-Door Car;Medsize
HI14283;Oregon;5.657.031.588;No;Premium;Bachelor;02/01/2011;Unemployed;F;0;Suburban;Married;152;12;89;0;1;Personal Auto;Personal L3;Offer1;Web;729.6;SUV;Small
PT50227;Arizona;5.061.757.902;No;Basic;High School or Below;2/23/11;Unemployed;M;0;Suburban;Married;68;19;16;0;8;Personal Auto;Personal L3;Offer3;Call Center;326.4;Two-Door Car;Medsize
BH36570;California;5.912.783.829;No;Basic;Bachelor;01/11/2011;Employed;M;72208;Suburban;Married;73;3;84;0;8;Personal Auto;Personal L3;Offer1;Branch;350.4;Two-Door Car;Small
TX17484;California;1.518.227.975;No;Basic;Bachelor;02/10/2011;Employed;F;53863;Rural;Married;63;12;30;0;2;Personal Auto;Personal L2;Offer1;Web;105.765.111;Four-Door Car;Large
CT41158;Washington;1.074.703.094;No;Extended;College;2/25/11;Employed;M;66446;Urban;Divorced;136;8;77;0;3;Corporate Auto;Corporate L1;Offer2;Branch;639.464.548;SUV;Large
AO87348;Washington;2.050.623.512;No;Basic;College;2/16/11;Unemployed;M;0;Suburban;Single;61;18;26;0;1;Personal Auto;Personal L3;Offer2;Agent;292.8;Four-Door Car;Small
DE55857;Washington;2.465.444.865;No;Basic;Bachelor;1/30/11;Employed;F;64997;Suburban;Single;63;7;99;1;1;Personal Auto;Personal L3;Offer2;Agent;383.442.328;Four-Door Car;Small
LF66923;Nevada;5.343.121.327;No;Basic;High School or Below;02/11/2011;Employed;F;64460;Suburban;Married;66;18;42;0;3;Corporate Auto;Corporate L3;Offer2;Agent;316.8;Two-Door Car;Small
CN24514;Arizona;8.119.829.071;No;Basic;College;1/14/11;Employed;F;46618;Rural;Married;67;22;77;0;2;Personal Auto;Personal L1;Offer3;Agent;99.085.943;Four-Door Car;Large
UW32074;Oregon;4.605.265.164;No;Basic;College;2/14/11;Unemployed;F;0;Suburban;Divorced;64;13;64;0;4;Corporate Auto;Corporate L3;Offer1;Branch;307.2;Four-Door Car;Small
HP36979;California;6.408.785.577;No;Extended;College;02/03/2011;Employed;M;49988;Suburban;Married;84;6;37;5;5;Personal Auto;Personal L2;Offer2;Web;566.935.022;Two-Door Car;Large
PP40919;California;2.376.533.508;No;Extended;College;1/31/11;Unemployed;F;0;Suburban;Single;91;2;8;5;1;Personal Auto;Personal L1;Offer1;Agent;436.8;Two-Door Car;Medsize
RO73268;California;3.211.070.017;No;Extended;Bachelor;2/15/11;Disabled;M;16269;Suburban;Divorced;86;6;84;0;1;Corporate Auto;Corporate L2;Offer3;Agent;412.8;Two-Door Car;Medsize
HO61691;Arizona;5.094.522.262;No;Basic;Bachelor;2/27/11;Employed;F;72006;Suburban;Divorced;64;4;38;0;3;Personal Auto;Personal L1;Offer4;Agent;307.2;Four-Door Car;Medsize
BS13062;Arizona;2.575.527.817;No;Extended;High School or Below;1/21/11;Unemployed;F;0;Suburban;Married;81;3;60;2;2;Personal Auto;Personal L2;Offer4;Call Center;388.8;Four-Door Car;Small
FO35655;Oregon;8.672.229.719;No;Extended;Bachelor;1/14/11;Unemployed;M;0;Suburban;Single;245;34;83;0;1;Corporate Auto;Corporate L3;Offer1;Branch;2.345.413.441;Luxury SUV;Medsize
HR10526;California;804.473.072;No;Basic;Master;1/25/11;Employed;M;44320;Suburban;Married;67;13;79;0;2;Personal Auto;Personal L2;Offer1;Call Center;321.6;Four-Door Car;Medsize
IA63417;Arizona;4.001.519.098;No;Premium;High School or Below;02/02/2011;Retired;F;19782;Suburban;Divorced;108;13;66;0;1;Personal Auto;Personal L3;Offer3;Web;773.470.977;Two-Door Car;Medsize
BH35016;Nevada;1.670.611.699;No;Basic;Bachelor;02/09/2011;Employed;F;63933;Suburban;Divorced;70;35;98;0;2;Personal Auto;Personal L3;Offer1;Call Center;424.883.448;Two-Door Car;Medsize
PK52952;Arizona;8.544.411.077;No;Basic;Doctor;2/28/11;Employed;M;28224;Suburban;Single;109;13;13;0;8;Personal Auto;Personal L3;Offer1;Call Center;523.2;SUV;Medsize
OD76309;Washington;780.531.287;Yes;Basic;College;1/27/11;Retired;F;21073;Suburban;Divorced;106;25;54;1;3;Personal Auto;Personal L3;Offer1;Agent;508.8;SUV;Small
